disorder_id,orpha_code,name,disorder_type,disorder_group,expert_link,age_of_onset,type_of_inheritance
22078,352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352563,Infancy|Neonatal,Autosomal recessive
22076,352540,Oncogenic osteomalacia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352540,All ages,Not applicable
22066,352479,ISPD-related limb-girdle muscular dystrophy R20,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352479,Childhood|Infancy,Autosomal recessive
22065,352470,DNA2-related mitochondrial DNA deletion syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352470,All ages,Autosomal dominant
22069,352490,Autism spectrum disorder due to AUTS2 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352490,Infancy|Neonatal,Autosomal dominant
20908,294415,Renal-hepatic-pancreatic dysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294415,Antenatal|Neonatal,Autosomal recessive
20909,294422,Chronic intestinal failure,Clinical syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294422,All ages,Not applicable
20900,293987,Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293987,Childhood|Infancy,Unknown
20901,294016,Microcephaly-capillary malformation syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294016,Infancy|Neonatal,Autosomal recessive
20902,294023,Neonatal inflammatory skin and bowel disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294023,Infancy|Neonatal,Autosomal recessive
20903,294026,Syndactyly-nystagmus syndrome due to 2q31.1 microduplication,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294026,Neonatal,Unknown
20896,293964,Hypoinsulinemic hypoglycemia and body hemihypertrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293964,Infancy|Neonatal,Autosomal dominant
20897,293967,Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293967,Antenatal|Infancy|Neonatal,Autosomal recessive
20898,293978,Deficiency in anterior pituitary function-variable immunodeficiency syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293978,Childhood,Autosomal dominant
20895,293958,Hypertelorism-preauricular sinus-punctual pits-deafness syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293958,Infancy|Neonatal,Autosomal dominant
20894,293955,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293955,Infancy|Neonatal,Autosomal recessive
20893,293948,1p21.3 microdeletion syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293948,No data available,Unknown
20892,293939,Distal Xq28 microduplication syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293939,Infancy|Neonatal,X-linked recessive
20891,293936,EDICT syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293936,Childhood|Infancy|Neonatal,Autosomal dominant
20889,293925,Lethal occipital encephalocele-skeletal dysplasia syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293925,Infancy|Neonatal,Autosomal recessive
20883,293864,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293864,Infancy|Neonatal,Autosomal recessive
20879,293843,3MC syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293843,Antenatal|Neonatal,Autosomal recessive
20876,293830,Constitutional dyserythropoietic anemia,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293830,Infancy|Neonatal,
20874,293822,MITF-related melanoma and renal cell carcinoma predisposition syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293822,Adult|Elderly,
20875,293825,Congenital dyserythropoietic anemia type IV,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293825,Infancy|Neonatal,Autosomal dominant
20872,293812,Fixed drug eruption,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293812,All ages,Not applicable
20873,293815,Toxic dermatosis,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293815,All ages,Not applicable
20871,293807,Ketamine-induced biliary dilatation,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293807,All ages,Not applicable
20869,293725,"Blepharophimosis-intellectual disability syndrome, Verloes type",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293725,Infancy|Neonatal,Unknown
20866,293642,Blepharophimosis-intellectual disability syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293642,Infancy|Neonatal,Autosomal recessive|Mitochondrial inheritance|X-linked recessive
20867,293707,"Blepharophimosis-intellectual disability syndrome, MKB type",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293707,Infancy|Neonatal,X-linked recessive
20967,295036,Congenital patella dislocation,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=295036,Infancy|Neonatal,
20949,295000,Amniotic band syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=295000,Antenatal|Neonatal,
20937,294975,Isolated absence of upper arm and forearm with hand present,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294975,Infancy|Neonatal,
20931,294963,Popliteal pterygium syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294963,Antenatal|Neonatal,Autosomal dominant
20935,294971,Isolated tetra-amelia,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294971,Antenatal,
20768,289863,Atypical glycine encephalopathy,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289863,All ages,Unknown
20771,289877,Transient hyperammonemia of the newborn,Particular clinical situation in a disease or syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289877,Neonatal,
20777,289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289916,Infancy|Neonatal,Autosomal recessive
20756,289661,Epstein-Barr virus-positive diffuse large B-cell lymphoma,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289661,Adult|Elderly,Not applicable
20766,289857,Neonatal glycine encephalopathy,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289857,Infancy|Neonatal,Autosomal recessive
20767,289860,Infantile glycine encephalopathy,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289860,Infancy|Neonatal,Autosomal recessive
20743,289573,Multiple mitochondrial dysfunctions syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289573,,Autosomal recessive
20741,289560,Mitochondrial membrane protein-associated neurodegeneration,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289560,Adolescent|Adult|Childhood,Autosomal recessive
20740,289553,Dysmorphism-conductive hearing loss-heart defect syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289553,Infancy|Neonatal,Autosomal dominant
20739,289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289548,Infancy|Neonatal,Autosomal recessive
20737,289539,BAP1-related tumor predisposition syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289539,Adult,Autosomal dominant
20749,289601,Hereditary arterial and articular multiple calcification syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289601,Adult,Autosomal recessive
20748,289596,Juvenile nasopharyngeal angiofibroma,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289596,Adolescent|Childhood,Not applicable
20746,289586,Exfoliative ichthyosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289586,Infancy|Neonatal,Autosomal recessive
20854,293355,Methylmalonic acidemia without homocystinuria,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293355,All ages,Autosomal dominant|Autosomal recessive|X-linked dominant
20855,293375,Grayson-Wilbrandt corneal dystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293375,Adolescent|Adult|Childhood,Autosomal dominant
20856,293381,Epithelial recurrent erosion dystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293381,Childhood,Autosomal dominant
20857,293462,Pre-Descemet corneal dystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293462,Adult,Unknown
20862,293603,Congenital hereditary endothelial dystrophy type II,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293603,Infancy|Neonatal,Autosomal recessive
20863,293621,X-linked endothelial corneal dystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293621,Infancy|Neonatal,X-linked recessive
5536,811,Shwachman-Diamond syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=811,Antenatal|Childhood|Infancy|Neonatal,Autosomal recessive
5541,741,Familial mitral valve prolapse,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=741,,Autosomal dominant
20836,293144,Familial clubfoot due to 5q31 microdeletion,Etiological subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293144,,Not applicable
20839,293168,Infantile-onset ascending hereditary spastic paralysis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293168,Infancy|Neonatal,Autosomal recessive
20838,293165,Skin fragility-woolly hair-palmoplantar keratoderma syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293165,Childhood,Autosomal dominant|Autosomal recessive
5543,428,Autosomal dominant hypocalcemia,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=428,All ages,Autosomal dominant
20841,293181,Epilepsy of infancy with migrating focal seizures,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293181,Infancy|Neonatal,Autosomal dominant|Autosomal recessive|X-linked recessive
5544,2298,Insulin-resistance syndrome type B,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2298,Adolescent|Adult|Childhood|Elderly,Not applicable
5545,2207,Familial primary hyperparathyroidism,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2207,Childhood,Autosomal dominant
20840,293173,Acute generalized exanthematous pustulosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293173,All ages,Multigenic/multifactorial|Not applicable
20843,293199,Pleomorphic rhabdomyosarcoma,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293199,Adolescent|Adult|Childhood|Elderly|Infancy,
5546,393,"46,XX testicular difference of sex development",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=393,Adolescent|Antenatal|Neonatal,Autosomal dominant
20844,293202,Epithelioid sarcoma,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293202,Adolescent|Adult|Childhood,Not applicable
20847,293284,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293284,Infancy|Neonatal,Autosomal recessive
20846,293208,Celiac artery compression syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293208,Adolescent|Adult|Childhood|Elderly,Not applicable
5522,2459,Mansonelliasis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2459,All ages,Not applicable
5521,2404,Loiasis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2404,All ages,Not applicable
5520,2394,Pyruvate dehydrogenase E3 deficiency,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2394,Childhood,Autosomal recessive
5527,2356,Arachnoid cyst,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2356,Childhood,Autosomal recessive|Not applicable
5525,829,Adult-onset Still disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=829,Adult|Elderly,Not applicable
5530,3096,Reye syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3096,Adolescent|Adult|Childhood|Infancy,
5529,1929,Rasmussen subacute encephalitis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1929,Childhood,Not applicable
5528,1183,Opsoclonus-myoclonus syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1183,Childhood|Infancy,Not applicable
5535,2688,Adult idiopathic neutropenia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2688,Adult,Not applicable
5534,2686,Cyclic neutropenia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2686,All ages,Autosomal dominant
5533,890,Hepatic veno-occlusive disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=890,All ages,Not applicable
5532,176,Non-rhizomelic chondrodysplasia punctata,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=176,Infancy|Neonatal,Autosomal dominant|Autosomal recessive|X-linked dominant|X-linked recessive
5518,231,Dracunculiasis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=231,All ages,
5519,2035,Lymphatic filariasis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2035,All ages,Not applicable
20612,284448,CLIPPERS,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284448,Adult,Not applicable
20613,284454,Acute zonal occult outer retinopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284454,Adolescent|Adult,Not applicable
20614,284460,Acute annular outer retinopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284460,Adult,Not applicable
20608,284414,"Glycerol kinase deficiency, adult form",Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284414,Adult,
20609,284417,"Phosphoserine aminotransferase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284417,Infancy|Neonatal,Autosomal dominant
20610,284426,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284426,Childhood,Autosomal recessive
20611,284435,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284435,Adult,Autosomal dominant|Autosomal recessive
20629,284973,Marfan syndrome type 2,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284973,All ages,Autosomal dominant
20628,284963,Marfan syndrome type 1,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284963,All ages,Autosomal dominant
20631,284984,Aneurysm-osteoarthritis syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284984,All ages,Autosomal dominant
20630,284979,Neonatal Marfan syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284979,Infancy|Neonatal,Autosomal dominant
20715,289365,Familial vesicoureteral reflux,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289365,All ages,Autosomal dominant
20712,289347,Infective dermatitis associated with HTLV-1,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289347,Childhood,Not applicable
20713,289356,Primary non-gestational choriocarcinoma of ovary,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289356,Adolescent,Unknown
20718,289377,Early-onset myopathy with fatal cardiomyopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289377,Infancy|Neonatal,Autosomal recessive
20719,289380,Myosclerosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289380,Childhood,Autosomal recessive
20707,289290,Hypermethioninemia encephalopathy due to adenosine kinase deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289290,Childhood,Autosomal recessive
20705,289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289266,Childhood,Autosomal dominant
20711,289326,Tropical spastic paraparesis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289326,Adult,Not applicable
20709,289307,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289307,Infancy|Neonatal,Autosomal recessive
20731,289504,Combined malonic and methylmalonic acidemia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289504,All ages,Autosomal dominant|Autosomal recessive
20730,289499,Congenital cataract microcornea with corneal opacity,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289499,Infancy|Neonatal,Autosomal recessive
20728,289494,4H leukodystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289494,Adolescent|Adult|Childhood|Infancy,
20734,289522,Microtriplication 11q24.1 syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289522,Childhood,
20733,289513,12q15q21.1 microdeletion syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289513,Infancy|Neonatal,Not applicable
20723,289465,Isolated congenital adermatoglyphia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289465,Infancy|Neonatal,Autosomal dominant
20721,289390,Primary Sjögren syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289390,Adult,Not applicable
20720,289385,Malignancy diagnosed during pregnancy,Particular clinical situation in a disease or syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289385,Adult,
20726,289483,Intellectual disability-alacrima-achalasia syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289483,Infancy|Neonatal,X-linked recessive
20725,289478,PASH syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289478,Adult,No data available
20703,289176,Autosomal recessive hypophosphatemic rickets,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289176,Childhood|Infancy,Autosomal recessive
20702,289157,Hypocalcemic vitamin D-dependent rickets,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289157,Infancy|Neonatal,Autosomal recessive
20519,280926,Systemic diseases with anterior uveitis,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280926,Adolescent|Adult|Childhood|Elderly,
20518,280921,Idiopathic panuveitis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280921,Adolescent|Adult|Childhood|Elderly,Not applicable
20515,280898,Panuveitis,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280898,All ages,Not applicable
20514,280892,Posterior uveitis,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280892,All ages,Not applicable
20513,280886,Anterior uveitis,Category,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280886,All ages,Not applicable
20526,281097,Autosomal recessive congenital ichthyosis,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281097,Infancy|Neonatal,Autosomal recessive
20525,281090,Syndromic recessive X-linked ichthyosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281090,Childhood,X-linked recessive
20534,281210,X-linked ichthyosis syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281210,,Not applicable|X-linked dominant|X-linked recessive
20532,281190,Congenital reticular ichthyosiform erythroderma,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281190,Neonatal,Autosomal dominant
20533,281201,Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281201,Infancy|Neonatal,Autosomal recessive
20530,281139,Annular epidermolytic ichthyosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281139,Infancy|Neonatal,Autosomal dominant
20528,281122,Self-improving collodion baby,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281122,Neonatal,Autosomal recessive
20529,281127,Acral self-healing collodion baby,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281127,Infancy|Neonatal,Autosomal recessive|Unknown
20484,280628,Familial progressive hyper- and hypopigmentation,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280628,Infancy|Neonatal,Autosomal dominant
20486,280633,Multiple congenital anomalies-hypotonia-seizures syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280633,Infancy|Neonatal,Autosomal recessive
20481,280615,Hemoglobinopathy Toms River,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280615,Infancy|Neonatal,Autosomal dominant
20480,280598,Hereditary sensorimotor neuropathy with hyperelastic skin,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280598,All ages,Autosomal dominant
20482,280620,Progressive myoclonic epilepsy type 6,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280620,Childhood,Autosomal recessive
20495,280671,Megaconial congenital muscular dystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280671,Infancy|Neonatal,Autosomal recessive
20488,280640,Occipital pachygyria and polymicrogyria,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280640,Infancy|Neonatal,Autosomal recessive
20491,280654,Autosomal recessive nail dysplasia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280654,Childhood|Infancy,Autosomal recessive
20500,280779,Cutaneous collagenous vasculopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280779,Adult,Not applicable
20501,280785,Bullous diffuse cutaneous mastocytosis,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280785,Infancy|Neonatal,Not applicable
20502,280794,Pseudoxanthomatous diffuse cutaneous mastocytosis,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280794,Infancy|Neonatal,Not applicable
20497,280679,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280679,All ages,X-linked recessive
20498,280763,Severe intellectual disability and progressive spastic paraplegia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280763,Infancy|Neonatal,Autosomal recessive
20499,280774,Generalized essential telangiectasia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280774,Adolescent|Adult,Not applicable
20508,280840,Congenital pulmonary airway malformation type 2,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280840,Antenatal|Neonatal,
20509,280847,Congenital pulmonary airway malformation type 3,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280847,Antenatal|Neonatal,
20510,280854,Congenital pulmonary airway malformation type 4,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280854,Antenatal|Neonatal,
20506,280827,Congenital pulmonary airway malformation type 0,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280827,Antenatal|Neonatal,
