disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
23369,438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,Disease,Disorder,Cases/families,Case(s),,24.0,Worldwide,Validated,27148565[PMID]_25533962[PMID]
23369,438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_27148565[PMID]_25533962[PMID]
23368,438207,Severe autosomal recessive macrothrombocytopenia,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,25061177[PMID]
23368,438207,Severe autosomal recessive macrothrombocytopenia,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25061177[PMID]
23383,439232,AApoAIV amyloidosis,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,11467836[PMID]_21900878[PMID]
23383,439232,AApoAIV amyloidosis,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_11467836[PMID]_21900878[PMID]
23380,439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,Disease,Disorder,Cases/families,Case(s),,13.0,Worldwide,Validated,29128256[PMID]
23380,439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_29128256[PMID]
23381,439218,KCNQ2-related epileptic encephalopathy,Disease,Disorder,Cases/families,Family(ies),,11.0,Worldwide,Validated,20437616[PMID]
23381,439218,KCNQ2-related epileptic encephalopathy,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20437616[PMID]
23378,439196,Zinc-responsive necrolytic acral erythema,Particular clinical situation in a disease or syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
23376,439167,Placental insufficiency,Clinical syndrome,Disorder,Point prevalence,Value and class,1-5 / 10 000,33.0,Worldwide,Validated,European Medicines Agency 2015[INST]
23391,439822,PDE4D haploinsufficiency syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,7.0,Worldwide,Validated,24203977[PMID]_21594994[PMID]
23391,439822,PDE4D haploinsufficiency syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24203977[PMID]_21594994[PMID]
23385,439254,ITM2B amyloidosis,Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,24473189[PMID]
23385,439254,ITM2B amyloidosis,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24473189[PMID]
23393,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,Disease,Disorder,Cases/families,Case(s),,10.0,Worldwide,Validated,10368461[PMID]_15877279[PMID]
23393,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10368461[PMID]_15877279[PMID]
23395,439897,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24128419[PMID]
23395,439897,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24128419[PMID]
23394,439881,Plastic bronchitis,Particular clinical situation in a disease or syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
23401,440354,Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25091507[PMID]
23401,440354,Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,Malformation syndrome,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,25091507[PMID]
23412,440713,Isolated sedoheptulokinase deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,25647543[PMID]
23412,440713,Isolated sedoheptulokinase deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25647543[PMID]
23414,440727,Combined hamartoma of the retina and retinal pigment epithelium,Disease,Disorder,Cases/families,Case(s),,120.0,Worldwide,Validated,23960997[PMID]
23414,440727,Combined hamartoma of the retina and retinal pigment epithelium,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_23960997[PMID]
23415,440731,L-ferritin deficiency,Biological anomaly,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,23940258[PMID]_15173247[PMID]
23415,440731,L-ferritin deficiency,Biological anomaly,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_23940258[PMID]_15173247[PMID]
23411,440706,Ribose-5-P isomerase deficiency,Disease,Disorder,Cases/families,Case(s),,1.0,Worldwide,Validated,14988808[PMID]
23411,440706,Ribose-5-P isomerase deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_14988808[PMID]
23439,443084,Baroreflex failure,Clinical syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
23437,443073,Charcot-Marie-Tooth disease type 2S,Disease,Disorder,Cases/families,Case(s),,35.0,Worldwide,Validated,28065684[PMID]_28202949[PMID]
23437,443073,Charcot-Marie-Tooth disease type 2S,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_28065684[PMID]_28202949[PMID]
23427,442835,Non-specific early-onset epileptic encephalopathy,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
23424,442582,AH amyloidosis,Disease,Disorder,Cases/families,Case(s),,12.0,Worldwide,Validated,20876678[PMID]_23302715[PMID]_23446254[PMID]
23424,442582,AH amyloidosis,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20876678[PMID]_23302715[PMID]_23446254[PMID]
23451,443197,X-linked erythropoietic protoporphyria,Disease,Disorder,Cases/families,Case(s),,50.0,Worldwide,Validated,24131146[PMID]
23451,443197,X-linked erythropoietic protoporphyria,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24131146[PMID]
8026,3008,Pyruvate carboxylase deficiency,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.4,Europe,Validated,ISBN:79130356[OTHER]
8026,3008,Pyruvate carboxylase deficiency,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,[EXPERT]
23450,443192,Classic stiff person syndrome,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Europe,Not yet validated,ORPHANET
8027,595,Centronuclear myopathy,Clinical group,Group of disorders,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET_[EXPERT]
8030,298,Mitochondrial neurogastrointestinal encephalomyopathy,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.1,Europe,Validated,European Medicines Agency[INST]
8030,298,Mitochondrial neurogastrointestinal encephalomyopathy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,Israel,Validated,33239050[PMID]
8030,298,Mitochondrial neurogastrointestinal encephalomyopathy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Specific population,Validated,33239050[PMID]
8031,396,Chronic hiccup,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.0,Europe,Validated,[EXPERT]
23453,443236,Postural orthostatic tachycardia syndrome due to NET deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,10684912[PMID]
23453,443236,Postural orthostatic tachycardia syndrome due to NET deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10684912[PMID]
8028,552,MODY,Disease,Disorder,Point prevalence,Class only,1-5 / 10 000,0.0,Europe,Validated,ORPHANET
8028,552,MODY,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,10.0,United Kingdom,Validated,20499044[PMID]
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,Clinical syndrome,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.7,Sweden,Validated,21039677[PMID]
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,Clinical syndrome,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.7,Sweden,Validated,21039677[PMID]
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,Clinical syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Europe,Validated,ORPHANET
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,Clinical syndrome,Disorder,Annual incidence,Value and class,,2.75,Italy,Validated,28180235[PMID]
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,Clinical syndrome,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.72,Europe,Validated,21039677[PMID]_28180235[PMID]
23443,443098,Hyperostosis cranialis interna,Disease,Disorder,Cases/families,Case(s),,13.0,Worldwide,Validated,20140965[PMID]
23443,443098,Hyperostosis cranialis interna,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20140965[PMID]
23440,443087,"46,XY difference of sex development due to testicular 17,20-desmolase deficiency",Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,21802064[PMID]
23440,443087,"46,XY difference of sex development due to testicular 17,20-desmolase deficiency",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_21802064[PMID]
8022,130,Brugada syndrome,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.0,Europe,Not yet validated,ORPHANET
8022,130,Brugada syndrome,Disease,Disorder,Point prevalence,Value and class,6-9 / 10 000,75.0,South East Asia,Not yet validated,15898165[PMID]_23916535[PMID]
8023,277,Severe combined immunodeficiency due to adenosine deaminase deficiency,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,Europe,Validated,20301656[PMID]_ ORPHANET_[EXPERT]
8023,277,Severe combined immunodeficiency due to adenosine deaminase deficiency,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.2,Europe,Validated,European Medicines Agency[INST]
23446,443162,NDE1-related microhydranencephaly,Malformation syndrome,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,22526350[PMID]
23446,443162,NDE1-related microhydranencephaly,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_22526350[PMID]
23467,443804,Focal stiff limb syndrome,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
23467,443804,Focal stiff limb syndrome,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Europe,Validated,ORPHANET
23468,443811,PGM3-CDG,Disease,Disorder,Cases/families,Case(s),,20.0,Worldwide,Validated,24698316[PMID]_24589341[PMID]_24931394[PMID]
23468,443811,PGM3-CDG,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24698316[PMID]_24589341[PMID]_24931394[PMID]
23470,443950,DNAJB2-related Charcot-Marie-Tooth disease type 2,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,25274842[PMID]
23470,443950,DNAJB2-related Charcot-Marie-Tooth disease type 2,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25274842[PMID]
23471,443988,Ventriculomegaly-cystic kidney disease,Disease,Disorder,Cases/families,Case(s),,11.0,Worldwide,Validated,25557780[PMID]_2478019[PMID]
23471,443988,Ventriculomegaly-cystic kidney disease,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25557780[PMID]_2478019[PMID]
23481,444092,Autoimmune interstitial lung disease-arthritis syndrome,Disease,Disorder,Cases/families,Family(ies),,5.0,Worldwide,Validated,25894502[PMID]
23481,444092,Autoimmune interstitial lung disease-arthritis syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25894502[PMID]
23482,444099,Autosomal dominant spastic paraplegia type 73,Disease,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,25751282[PMID]
23482,444099,Autosomal dominant spastic paraplegia type 73,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25751282[PMID]
23486,444138,Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome,Disease,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,25683118[PMID]
23486,444138,Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25683118[PMID]
23473,444002,11q22.2q22.3 microdeletion syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,25735893[PMID]
23473,444002,11q22.2q22.3 microdeletion syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25735893[PMID]
23472,443995,Mandibulofacial dysostosis with alopecia,Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,25772936[PMID]
23472,443995,Mandibulofacial dysostosis with alopecia,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25772936[PMID]
23475,444048,"46,XX ovarian dysgenesis-short stature syndrome",Disease,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,25480036[PMID]
23475,444048,"46,XX ovarian dysgenesis-short stature syndrome",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25480036[PMID]
23474,444013,Combined oxidative phosphorylation defect type 23,Disease,Disorder,Cases/families,Case(s),,11.0,Worldwide,Validated,25434004[PMID]
23474,444013,Combined oxidative phosphorylation defect type 23,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25434004[PMID]
23477,444069,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,25564561[PMID]
23477,444069,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25564561[PMID]
23476,444051,20q11.2 microdeletion syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,11.0,Worldwide,Validated,25572454[PMID]
23476,444051,20q11.2 microdeletion syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25572454[PMID]
23479,444077,Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,11.0,Worldwide,Validated,31058441[PMID]
23479,444077,Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_31058441[PMID]
23478,444072,Cerebellar-facial-dental syndrome,Malformation syndrome,Disorder,Cases/families,Family(ies),,3.0,Worldwide,Validated,25561519[PMID]
23478,444072,Cerebellar-facial-dental syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25561519[PMID]
23490,444463,Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency,Disease,Disorder,Cases/families,Case(s),,6.0,Worldwide,Validated,25414442[PMID]_25525876[PMID]
23490,444463,Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25414442[PMID]_25525876[PMID]
23491,444490,Familial chylomicronemia syndrome,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.1,United States,Validated,15758547[PMID]
23491,444490,Familial chylomicronemia syndrome,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.97,Europe,Validated,European Medicines Agency 2014[INST]
23489,444458,Combined oxidative phosphorylation defect type 24,Disease,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,25629079[PMID]_25385316[PMID]
23489,444458,Combined oxidative phosphorylation defect type 24,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25629079[PMID]_25385316[PMID]
23519,445110,Limb-girdle muscular dystrophy due to POMK deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24925318[PMID]
23519,445110,Limb-girdle muscular dystrophy due to POMK deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24925318[PMID]
23517,445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,Disease,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,25466870[PMID]
23517,445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25466870[PMID]
23516,445038,3-methylglutaconic aciduria-neonatal cataract-neurologic involvement-congenital neutropenia syndrome,Disease,Disorder,Cases/families,Case(s),,22.0,Worldwide,Validated,25650066[PMID]_25597511[PMID]_25597510[PMID]
23516,445038,3-methylglutaconic aciduria-neonatal cataract-neurologic involvement-congenital neutropenia syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25650066[PMID]_25597511[PMID]_25597510[PMID]
23515,445018,Combined immunodeficiency due to LRBA deficiency,Disease,Disorder,Cases/families,Case(s),,23.0,Worldwide,Validated,22721650[PMID]_22981790[PMID]_25468195[PMID]_26206937[PMID]_22608502[PMID]
23515,445018,Combined immunodeficiency due to LRBA deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_22721650[PMID]_22981790[PMID]_25468195[PMID]_26206937[PMID]_22608502[PMID]
23533,447731,NIK deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,25406581[PMID]
23533,447731,NIK deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25406581[PMID]
23534,447737,Combined immunodeficiency due to DOCK2 deficiency,Disease,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,26083206[PMID]
23534,447737,Combined immunodeficiency due to DOCK2 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_26083206[PMID]
23549,447881,Idiopathic dropped head syndrome,Clinical syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
23551,447896,Tremor-ataxia-central hypomyelination syndrome,Clinical subtype,Subtype of disorder,Cases/families,Case(s),,7.0,Worldwide,Validated,20640464[PMID]_22384513[PMID]
23551,447896,Tremor-ataxia-central hypomyelination syndrome,Clinical subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20640464[PMID]
23550,447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,Clinical subtype,Subtype of disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,18851904[PMID]_22036171[PMID]
23550,447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,Clinical subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_18851904[PMID]_22036171[PMID]
23544,447788,Cerebral visual impairment,Clinical syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
23546,447795,Lipoyl transferase 2 deficiency,Biological anomaly,Disorder,Point prevalence,Class only,Not yet documented,0.0,Worldwide,Validated,ORPHANET
23543,447784,Mitochondrial pyruvate carrier deficiency,Disease,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,22628558[PMID]_12649063[PMID]
23543,447784,Mitochondrial pyruvate carrier deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_22628558[PMID]_12649063[PMID]
23537,447757,Autosomal dominant spastic paraplegia type 9B,Disease,Disorder,Cases/families,Family(ies),,3.0,Worldwide,Validated,26026163[PMID]
23537,447757,Autosomal dominant spastic paraplegia type 9B,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_26026163[PMID]
23536,447753,Autosomal dominant spastic paraplegia type 9A,Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,8779323[PMID]_9973297[PMID]
23536,447753,Autosomal dominant spastic paraplegia type 9A,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8779323[PMID]_9973297[PMID]
23538,447760,Autosomal recessive spastic paraplegia type 9B,Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,26026163[PMID]
23538,447760,Autosomal recessive spastic paraplegia type 9B,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_26026163[PMID]
23041,412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,Disease,Disorder,Cases/families,Case(s),,12.0,Worldwide,Validated,24722252[PMID]_25108559[PMID]
23041,412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24722252[PMID]_25108559[PMID]
23040,412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency,Disease,Disorder,Cases/families,Family(ies),,10.0,Worldwide,Validated,24312598[PMID]_24742043[PMID]_25258038[PMID]_25592071[PMID]_24719489[PMID]
23040,412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24312598[PMID]_24742043[PMID]_25258038[PMID]_25592071[PMID]_24719489[PMID]
23043,412181,Epidermolysis bullosa simplex due to BP230 deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,20164846[PMID]_22113475[PMID]_24690439[PMID]
23043,412181,Epidermolysis bullosa simplex due to BP230 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20164846[PMID]_22113475[PMID]_24690439[PMID]
23042,412069,AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,24791903[PMID]
23042,412069,AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24791903[PMID]
23044,412189,Epidermolysis bullosa simplex due to exophilin 5 deficiency,Disease,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,24690439[PMID]_23176819[PMID]
23044,412189,Epidermolysis bullosa simplex due to exophilin 5 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24690439[PMID]_23176819[PMID]
23047,412217,Dystonia-aphonia syndrome,Disease,Disorder,Cases/families,Case(s),,32.0,Worldwide,Validated,24359844[PMID]_26924602[PMID]
23047,412217,Dystonia-aphonia syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_26924602[PMID]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.115,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.063,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.025,Belgium,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.08,Bulgaria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.034,Croatia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.092,Czech Republic,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.176,Estonia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.065,Finland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.08,France,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.079,Germany,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.043,Iceland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.207,Ireland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.1,Italy,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.401,Latvia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.137,Lithuania,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.031,Malta,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.046,Norway,Validated,RARECARE surveillance of rare cancers in Europe[REG]
