disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
23377,439175,Pediatric arterial ischemic stroke,98006,Rare neurologic disease,Preferential parent
23390,439762,Systemic polyarteritis nodosa,98023,Rare systemic or rheumatologic disease,Preferential parent
23391,439822,PDE4D haploinsufficiency syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23388,439746,Secondary polyarteritis nodosa,98023,Rare systemic or rheumatologic disease,Preferential parent
23389,439755,Single-organ polyarteritis nodosa,98023,Rare systemic or rheumatologic disease,Preferential parent
23386,439729,Cutaneous polyarteritis nodosa,98023,Rare systemic or rheumatologic disease,Preferential parent
23387,439737,Primary polyarteritis nodosa,98023,Rare systemic or rheumatologic disease,Preferential parent
23384,439246,ABeta2M amyloidosis,98023,Rare systemic or rheumatologic disease,Preferential parent
23385,439254,ITM2B amyloidosis,98006,Rare neurologic disease,Preferential parent
23397,440221,Congenital oculomotor nerve palsy,97966,Rare ophthalmic disorder,Preferential parent
23398,440233,Congenital abducens nerve palsy,97966,Rare ophthalmic disorder,Preferential parent
23393,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,97929,Rare cardiac disease,Preferential parent
23392,439849,Autosomal recessive severe congenital neutropenia,98004,Rare immune disease,Preferential parent
23395,439897,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23394,439881,Plastic bronchitis,97955,Rare respiratory disease,Preferential parent
23404,440402,Interstitial lung disease due to ABCA3 deficiency,97955,Rare respiratory disease,Preferential parent
23401,440354,Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,93419,Rare bone disease,Preferential parent
23403,440392,Interstitial lung disease due to SP-C deficiency,97955,Rare respiratory disease,Preferential parent
23402,440368,Necrotizing soft tissue infection,68416,Rare infectious disease,Preferential parent
23412,440713,Isolated sedoheptulokinase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
23413,440724,Extensive peripapillary myelinated nerve fibers,97966,Rare ophthalmic disorder,Preferential parent
23414,440727,Combined hamartoma of the retina and retinal pigment epithelium,97966,Rare ophthalmic disorder,Preferential parent
23415,440731,L-ferritin deficiency,97992,Rare hematologic disease,Preferential parent
23408,440427,Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,97955,Rare respiratory disease,Preferential parent
23409,440437,Familial colorectal cancer Type X,250908,Rare neoplastic disease,Preferential parent
23410,440701,Disorders of pentose/polyol metabolism,68367,Rare inborn errors of metabolism,Preferential parent
23411,440706,Ribose-5-P isomerase deficiency,98006,Rare neurologic disease,Preferential parent
23421,441434,Syndromic hereditary optic neuropathy,97966,Rare ophthalmic disorder,Preferential parent
23422,441447,Early-onset posterior subcapsular cataract,97966,Rare ophthalmic disorder,Preferential parent
23423,441452,Early-onset lamellar cataract,97966,Rare ophthalmic disorder,Preferential parent
23416,440987,Isolated agenesis of gallbladder,57146,Rare hepatic disease,Preferential parent
23434,443057,Sporadic porphyria cutanea tarda,68367,Rare inborn errors of metabolism,Preferential parent
23435,443062,Familial porphyria cutanea tarda,68367,Rare inborn errors of metabolism,Preferential parent
23438,443079,Central serous chorioretinopathy,97966,Rare ophthalmic disorder,Preferential parent
23439,443084,Baroreflex failure,98006,Rare neurologic disease,Preferential parent
23436,443070,Hemicrania continua,98006,Rare neurologic disease,Preferential parent
23437,443073,Charcot-Marie-Tooth disease type 2S,98006,Rare neurologic disease,Preferential parent
23427,442835,Non-specific early-onset epileptic encephalopathy,98006,Rare neurologic disease,Preferential parent
23424,442582,AH amyloidosis,98023,Rare systemic or rheumatologic disease,Preferential parent
23428,3276,Disorder of plasmalogens biosynthesis,68367,Rare inborn errors of metabolism,Preferential parent
23451,443197,X-linked erythropoietic protoporphyria,68367,Rare inborn errors of metabolism,Preferential parent
8026,3008,Pyruvate carboxylase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
23450,443192,Classic stiff person syndrome,98006,Rare neurologic disease,Preferential parent
8027,595,Centronuclear myopathy,98006,Rare neurologic disease,Preferential parent
23449,443180,Spontaneous intracranial hypotension,98006,Rare neurologic disease,Preferential parent
23448,443173,Postpartum psychosis,98006,Rare neurologic disease,Preferential parent
23455,443291,HIV-associated cancer,250908,Rare neoplastic disease,Preferential parent
8030,298,Mitochondrial neurogastrointestinal encephalomyopathy,68367,Rare inborn errors of metabolism,Preferential parent
8031,396,Chronic hiccup,98006,Rare neurologic disease,Preferential parent
23453,443236,Postural orthostatic tachycardia syndrome due to NET deficiency,98006,Rare neurologic disease,Preferential parent
8028,552,MODY,97978,Rare endocrine disease,Preferential parent
8029,854,Non-malignant and non-cirrhotic portal vein thrombosis,57146,Rare hepatic disease,Preferential parent
23452,443227,Paratyphoid fever,68416,Rare infectious disease,Preferential parent
23443,443098,Hyperostosis cranialis interna,93419,Rare bone disease,Preferential parent
23442,443095,Hyperinsulinemic hypoglycaemia,97978,Rare endocrine disease,Preferential parent
23441,443090,"46,XY difference of sexual development due to dihydrotestosterone backdoor pathway biosynthesis defect",93890,Rare developmental defect during embryogenesis,Preferential parent
23440,443087,"46,XY difference of sex development due to testicular 17,20-desmolase deficiency",93890,Rare developmental defect during embryogenesis,Preferential parent
23447,443167,NUT midline carcinoma,250908,Rare neoplastic disease,Preferential parent
8022,130,Brugada syndrome,97929,Rare cardiac disease,Preferential parent
8023,277,Severe combined immunodeficiency due to adenosine deaminase deficiency,98004,Rare immune disease,Preferential parent
23446,443162,NDE1-related microhydranencephaly,98006,Rare neurologic disease,Preferential parent
23445,443159,Lymphoplasmacytic lymphoma without IgM production,250908,Rare neoplastic disease,Preferential parent
23444,443101,Hypothalamic adipsic hypernatraemia syndrome,97978,Rare endocrine disease,Preferential parent
23467,443804,Focal stiff limb syndrome,98006,Rare neurologic disease,Preferential parent
23468,443811,PGM3-CDG,68367,Rare inborn errors of metabolism,Preferential parent
23469,443909,Hereditary nonpolyposis colon cancer,250908,Rare neoplastic disease,Preferential parent
23470,443950,DNAJB2-related Charcot-Marie-Tooth disease type 2,98006,Rare neurologic disease,Preferential parent
23471,443988,Ventriculomegaly-cystic kidney disease,93890,Rare developmental defect during embryogenesis,Preferential parent
23481,444092,Autoimmune interstitial lung disease-arthritis syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
23482,444099,Autosomal dominant spastic paraplegia type 73,98006,Rare neurologic disease,Preferential parent
23485,444116,Hereditary amyloidosis,98023,Rare systemic or rheumatologic disease,Preferential parent
23486,444138,Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome,89826,Rare skin disease,Preferential parent
23473,444002,11q22.2q22.3 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23472,443995,Mandibulofacial dysostosis with alopecia,93890,Rare developmental defect during embryogenesis,Preferential parent
23475,444048,"46,XX ovarian dysgenesis-short stature syndrome",93890,Rare developmental defect during embryogenesis,Preferential parent
23474,444013,Combined oxidative phosphorylation defect type 23,68367,Rare inborn errors of metabolism,Preferential parent
23477,444069,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23476,444051,20q11.2 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23479,444077,Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23478,444072,Cerebellar-facial-dental syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23490,444463,Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency,98023,Rare systemic or rheumatologic disease,Preferential parent
23491,444490,Familial chylomicronemia syndrome,97978,Rare endocrine disease,Preferential parent
23488,444316,Idiopathic phalangeal acro-osteolysis,93419,Rare bone disease,Preferential parent
23489,444458,Combined oxidative phosphorylation defect type 24,68367,Rare inborn errors of metabolism,Preferential parent
23519,445110,Limb-girdle muscular dystrophy due to POMK deficiency,98006,Rare neurologic disease,Preferential parent
23517,445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,97978,Rare endocrine disease,Preferential parent
23516,445038,3-methylglutaconic aciduria-neonatal cataract-neurologic involvement-congenital neutropenia syndrome,68367,Rare inborn errors of metabolism,Preferential parent
23515,445018,Combined immunodeficiency due to LRBA deficiency,98004,Rare immune disease,Preferential parent
23513,444941,Caudal regression-sirenomelia spectrum,93890,Rare developmental defect during embryogenesis,Preferential parent
23510,444916,Pseudohypoaldosteronism,97978,Rare endocrine disease,Preferential parent
23533,447731,NIK deficiency,98004,Rare immune disease,Preferential parent
23534,447737,Combined immunodeficiency due to DOCK2 deficiency,98004,Rare immune disease,Preferential parent
23535,447740,Aggressive periodontitis,98004,Rare immune disease,Preferential parent
23521,445197,Secondary vasculitis,98023,Rare systemic or rheumatologic disease,Preferential parent
23549,447881,Idiopathic dropped head syndrome,98006,Rare neurologic disease,Preferential parent
23548,447877,Polymerase proofreading-related polyposis,97935,Rare gastroenterologic disease,Preferential parent
23551,447896,Tremor-ataxia-central hypomyelination syndrome,98006,Rare neurologic disease,Preferential parent
23550,447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,98006,Rare neurologic disease,Preferential parent
23544,447788,Cerebral visual impairment,97966,Rare ophthalmic disorder,Preferential parent
23547,447874,Biological anomaly without phenotypic characterization,98053,Rare genetic disease,Preferential parent
23546,447795,Lipoyl transferase 2 deficiency,68367,Rare inborn errors of metabolism,Preferential parent
23541,447774,Secondary sclerosing cholangitis,57146,Rare hepatic disease,Preferential parent
23540,447771,Sclerosing cholangitis,57146,Rare hepatic disease,Preferential parent
23543,447784,Mitochondrial pyruvate carrier deficiency,68367,Rare inborn errors of metabolism,Preferential parent
23542,447777,Keratocystic odontogenic tumor,98026,Rare odontologic disease,Preferential parent
23537,447757,Autosomal dominant spastic paraplegia type 9B,98006,Rare neurologic disease,Preferential parent
23536,447753,Autosomal dominant spastic paraplegia type 9A,98006,Rare neurologic disease,Preferential parent
23539,447764,IgG4-related sclerosing cholangitis,57146,Rare hepatic disease,Preferential parent
23538,447760,Autosomal recessive spastic paraplegia type 9B,98006,Rare neurologic disease,Preferential parent
23041,412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,98006,Rare neurologic disease,Preferential parent
23040,412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency,98006,Rare neurologic disease,Preferential parent
23043,412181,Epidermolysis bullosa simplex due to BP230 deficiency,89826,Rare skin disease,Preferential parent
23042,412069,AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,98006,Rare neurologic disease,Preferential parent
23044,412189,Epidermolysis bullosa simplex due to exophilin 5 deficiency,89826,Rare skin disease,Preferential parent
23047,412217,Dystonia-aphonia syndrome,98006,Rare neurologic disease,Preferential parent
23046,412206,Primary failure of tooth eruption,98026,Rare odontologic disease,Preferential parent
23090,418959,Squamous cell carcinoma of the stomach,250908,Rare neoplastic disease,Preferential parent
23088,418945,"Carcinoma of esophagus, salivary gland type",250908,Rare neoplastic disease,Preferential parent
23089,418951,Undifferentiated carcinoma of esophagus,250908,Rare neoplastic disease,Preferential parent
23102,420259,Secondary pulmonary alveolar proteinosis,97955,Rare respiratory disease,Preferential parent
23101,420179,Malan overgrowth syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23075,414726,Genetic facial cleft,93890,Rare developmental defect during embryogenesis,Preferential parent
23081,415286,Bilirubin encephalopathy,98006,Rare neurologic disease,Preferential parent
23124,420755,Rare genetic odontal or periodontal disorder,98026,Rare odontologic disease,Preferential parent
23125,420789,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,98006,Rare neurologic disease,Preferential parent
23126,420794,Cono-spondylar dysplasia,93419,Rare bone disease,Preferential parent
23120,420702,Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,98004,Rare immune disease,Preferential parent
23121,420728,Combined oxidative phosphorylation defect type 20,68367,Rare inborn errors of metabolism,Preferential parent
23122,420733,Combined oxidative phosphorylation defect type 21,68367,Rare inborn errors of metabolism,Preferential parent
23123,420741,RIDDLE syndrome,98004,Rare immune disease,Preferential parent
23109,420492,"Adult-onset cervical dystonia, DYT23 type",98006,Rare neurologic disease,Preferential parent
23108,420485,Cranio-cervical dystonia with laryngeal and upper-limb involvement,98006,Rare neurologic disease,Preferential parent
23111,420556,Visual snow syndrome,97966,Rare ophthalmic disorder,Preferential parent
23104,420402,Semicircular canal dehiscence syndrome,98036,Rare otorhinolaryngologic disease,Preferential parent
23106,420429,"Glycogen storage disease due to acid maltase deficiency, late-onset",68367,Rare inborn errors of metabolism,Preferential parent
23117,420611,Transient myeloproliferative syndrome,97992,Rare hematologic disease,Preferential parent
23116,420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23119,420699,Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,98004,Rare immune disease,Preferential parent
23118,420686,Woolly hair-palmoplantar keratoderma syndrome,89826,Rare skin disease,Preferential parent
23113,420561,Temple-Baraitser syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23115,420573,Severe combined immunodeficiency due to CTPS1 deficiency,98004,Rare immune disease,Preferential parent
23114,420566,Bleeding disorder due to CalDAG-GEFI deficiency,97992,Rare hematologic disease,Preferential parent
23158,423461,Mucolipidosis type III alpha/beta,68367,Rare inborn errors of metabolism,Preferential parent
23159,423470,Mucolipidosis type III gamma,68367,Rare inborn errors of metabolism,Preferential parent
23157,423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23154,423384,Severe congenital neutropenia due to JAGN1 deficiency,98004,Rare immune disease,Preferential parent
23152,423296,Spinocerebellar ataxia type 38,98006,Rare neurologic disease,Preferential parent
23153,423306,Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23166,423717,Cutaneous larva migrans,68416,Rare infectious disease,Preferential parent
23167,423771,Rare carcinoma of stomach,250908,Rare neoplastic disease,Preferential parent
23164,423693,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect,93890,Rare developmental defect during embryogenesis,Preferential parent
23165,423712,"Double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy",93890,Rare developmental defect during embryogenesis,Preferential parent
23162,423662,Rare autonomic nervous system disorder,98006,Rare neurologic disease,Preferential parent
23160,423479,X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,68367,Rare inborn errors of metabolism,Preferential parent
23161,423655,ARX-related encephalopathy-brain malformation spectrum,93890,Rare developmental defect during embryogenesis,Preferential parent
23138,422526,Hereditary clear cell renal cell carcinoma,250908,Rare neoplastic disease,Preferential parent
23151,423275,Spinocerebellar ataxia type 40,98006,Rare neurologic disease,Preferential parent
23193,424065,Pancreatic solid pseudopapillary neoplasm,250908,Rare neoplastic disease,Preferential parent
23192,424058,Intraductal papillary mucinous carcinoma of pancreas,250908,Rare neoplastic disease,Preferential parent
23195,424080,Undifferentiated carcinoma with osteoclast-like giant cells of pancreas,250908,Rare neoplastic disease,Preferential parent
23194,424073,Serous cystadenocarcinoma of pancreas,250908,Rare neoplastic disease,Preferential parent
23197,424107,Congenital myopathy with myasthenic-like onset,98006,Rare neurologic disease,Preferential parent
23196,424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,93419,Rare bone disease,Preferential parent
23199,424925,Qualitative or quantitative defects of Torsin-1A-interacting protein 1,98006,Rare neurologic disease,Preferential parent
23198,424261,TOR1AIP1-related limb-girdle muscular dystrophy,98006,Rare neurologic disease,Preferential parent
23185,424016,Adenocarcinoma of the anal canal,250908,Rare neoplastic disease,Preferential parent
23184,424013,Carcinoma of the anal canal,250908,Rare neoplastic disease,Preferential parent
23187,424027,Progressive myoclonic epilepsy type 8,98006,Rare neurologic disease,Preferential parent
23186,424019,Squamous cell carcinoma of the anal canal,250908,Rare neoplastic disease,Preferential parent
23189,424039,Squamous cell carcinoma of pancreas,250908,Rare neoplastic disease,Preferential parent
23188,424033,Rare epithelial tumor of pancreas,250908,Rare neoplastic disease,Preferential parent
23191,424053,Mucinous cystadenocarcinoma of the pancreas,250908,Rare neoplastic disease,Preferential parent
23190,424046,Acinar cell carcinoma of pancreas,250908,Rare neoplastic disease,Preferential parent
23176,423968,Squamous cell carcinoma of the small intestine,250908,Rare neoplastic disease,Preferential parent
23177,423975,Neuroendocrine tumor of the small intestine,250908,Rare neoplastic disease,Preferential parent
23178,423982,Epithelial tumor of the appendix,250908,Rare neoplastic disease,Preferential parent
23179,423991,Rare epithelial tumor of colon,250908,Rare neoplastic disease,Preferential parent
23180,423994,Squamous cell carcinoma of the colon,250908,Rare neoplastic disease,Preferential parent
23181,423998,Rare epithelial tumor of rectum,250908,Rare neoplastic disease,Preferential parent
23182,424002,Squamous cell carcinoma of the rectum,250908,Rare neoplastic disease,Preferential parent
23183,424010,Epithelial tumor of anal canal,250908,Rare neoplastic disease,Preferential parent
23168,423776,Hereditary gastric cancer,250908,Rare neoplastic disease,Preferential parent
23170,423786,Undifferentiated carcinoma of stomach,250908,Rare neoplastic disease,Preferential parent
23171,423793,Rare tumor of small intestine,250908,Rare neoplastic disease,Preferential parent
23172,423798,Mesenchymal tumor of small intestine,250908,Rare neoplastic disease,Preferential parent
23174,423894,Microcephaly-complex motor and sensory axonal neuropathy syndrome,98006,Rare neurologic disease,Preferential parent
23175,423957,Rare carcinoma of small intestine,250908,Rare neoplastic disease,Preferential parent
23231,431140,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
23210,425368,Rare epithelial tumor of small intestine,250908,Rare neoplastic disease,Preferential parent
23208,425003,Inherited digestive cancer-predisposing syndrome,97935,Rare gastroenterologic disease,Preferential parent
23209,425120,STING-associated vasculopathy with onset in infancy,98023,Rare systemic or rheumatologic disease,Preferential parent
23202,424943,Adenocarcinoma of the liver and intrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23203,424970,Undifferentiated carcinoma of liver and intrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23200,424933,Rare malignant epithelial tumor of liver and intrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23201,424936,Carcinoma of liver and intrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23206,424991,Adenocarcinoma of the gallbladder and extrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23207,424996,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23204,424975,Squamous cell carcinoma of liver and intrahepatic biliary tract,250908,Rare neoplastic disease,Preferential parent
23205,424982,Biliary cystadenocarcinoma,250908,Rare neoplastic disease,Preferential parent
23249,431361,Progressive encephalopathy with leukodystrophy due to DECR deficiency,98006,Rare neurologic disease,Preferential parent
23248,431353,Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,97955,Rare respiratory disease,Preferential parent
23245,431341,Patent urachus,93890,Rare developmental defect during embryogenesis,Preferential parent
23246,431344,Urachal sinus,93890,Rare developmental defect during embryogenesis,Preferential parent
23247,431347,Urachal diverticulum,93890,Rare developmental defect during embryogenesis,Preferential parent
23241,431272,X-linked scapuloperoneal muscular dystrophy,98006,Rare neurologic disease,Preferential parent
23242,431320,Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder,98006,Rare neurologic disease,Preferential parent
23243,431329,Autosomal recessive spastic paraplegia type 57,98006,Rare neurologic disease,Preferential parent
23238,431255,Scapuloperoneal spinal muscular atrophy,98006,Rare neurologic disease,Preferential parent
23239,431263,Late-onset scapuloperoneal muscular dystrophy with hyaline bodies,98006,Rare neurologic disease,Preferential parent
23233,431149,Combined immunodeficiency due to OX40 deficiency,98004,Rare immune disease,Preferential parent
23234,431156,Primary immunodeficiency with predisposition to severe viral infection,98004,Rare immune disease,Preferential parent
23235,431166,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,98004,Rare immune disease,Preferential parent
23295,435438,Progressive myoclonic epilepsy type 7,98006,Rare neurologic disease,Preferential parent
23294,435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,98006,Rare neurologic disease,Preferential parent
23293,435372,Anterior urethral valve,93890,Rare developmental defect during embryogenesis,Preferential parent
23292,435365,Fetal lower urinary tract obstruction,93890,Rare developmental defect during embryogenesis,Preferential parent
23291,435329,Familial ossifying fibroma,93419,Rare bone disease,Preferential parent
23290,434809,Syndrome with woolly hair,89826,Rare skin disease,Preferential parent
23289,434786,Rare genetic autonomic nervous system disorder,98006,Rare neurologic disease,Preferential parent
23271,434179,Orofaciodigital syndrome type 14,93890,Rare developmental defect during embryogenesis,Preferential parent
26292,504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,98006,Rare neurologic disease,Preferential parent
26293,504523,Severe combined immunodeficiency due to LAT deficiency,98004,Rare immune disease,Preferential parent
26294,504530,Combined immunodeficiency due to Moesin deficiency,98004,Rare immune disease,Preferential parent
8768,26793,Very long chain acyl-CoA dehydrogenase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
8775,29072,Hereditary pheochromocytoma-paraganglioma,97978,Rare endocrine disease,Preferential parent
8772,28378,Tyrosinemia type 2,68367,Rare inborn errors of metabolism,Preferential parent
8778,29207,Reactive arthritis,98023,Rare systemic or rheumatologic disease,Preferential parent
8776,29073,Multiple myeloma,250908,Rare neoplastic disease,Preferential parent
8780,29822,Spontaneous periodic hypothermia,98006,Rare neurologic disease,Preferential parent
8781,30391,Isolated biliary atresia,93890,Rare developmental defect during embryogenesis,Preferential parent
8740,320,Apparent mineralocorticoid excess,97978,Rare endocrine disease,Preferential parent
8741,724,Idiopathic acute eosinophilic pneumonia,97955,Rare respiratory disease,Preferential parent
8743,230,Dopamine beta-hydroxylase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
8736,725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,98006,Rare neurologic disease,Preferential parent
8737,590,Congenital myasthenic syndrome,98006,Rare neurologic disease,Preferential parent
8738,404,Familial hyperaldosteronism type II,97978,Rare endocrine disease,Preferential parent
8739,756,Pseudohypoaldosteronism type 1,93626,Rare renal disease,Preferential parent
8748,162,Congenital cataract-anterior segment dysgenesis syndrome,97966,Rare ophthalmic disorder,Preferential parent
8749,544,Diffuse large B-cell lymphoma,250908,Rare neoplastic disease,Preferential parent
8750,545,Follicular lymphoma,250908,Rare neoplastic disease,Preferential parent
8751,88,Idiopathic aplastic anemia,97992,Rare hematologic disease,Preferential parent
8744,102,Multiple system atrophy,98006,Rare neurologic disease,Preferential parent
8745,824,Primary myelofibrosis,250908,Rare neoplastic disease,Preferential parent
8746,748,Mendelian susceptibility to mycobacterial diseases,98004,Rare immune disease,Preferential parent
8747,729,Polycythemia vera,97992,Rare hematologic disease,Preferential parent
8756,25980,X-linked myopathy with excessive autophagy,98006,Rare neurologic disease,Preferential parent
8759,26137,Juvenile temporal arteritis,98028,Rare circulatory system disease,Preferential parent
8758,26106,Hereditary diffuse gastric cancer,250908,Rare neoplastic disease,Preferential parent
26354,505395,Ventilator-induced diaphragmatic dysfunction,97955,Rare respiratory disease,Preferential parent
8755,25968,Self-limited childhood occipital epilepsy,98006,Rare neurologic disease,Preferential parent
8765,26790,Pseudomyxoma peritonei,250908,Rare neoplastic disease,Preferential parent
8767,26792,Short chain acyl-CoA dehydrogenase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
8766,26791,Multiple acyl-CoA dehydrogenase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
8761,26348,Acquired prothrombin deficiency,97992,Rare hematologic disease,Preferential parent
8762,26349,Protein S acquired deficiency,97992,Rare hematologic disease,Preferential parent
8711,831,Congenital cervical spinal stenosis,98006,Rare neurologic disease,Preferential parent
8708,49,Penile agenesis,93890,Rare developmental defect during embryogenesis,Preferential parent
8709,227,Diphallia,93890,Rare developmental defect during embryogenesis,Preferential parent
8707,674,Accessory pancreas,93890,Rare developmental defect during embryogenesis,Preferential parent
8705,386,Hepatic cystic hamartoma,57146,Rare hepatic disease,Preferential parent
8716,353,Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,98006,Rare neurologic disease,Preferential parent
8717,219,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,98006,Rare neurologic disease,Preferential parent
8714,641,Multifocal motor neuropathy,98006,Rare neurologic disease,Preferential parent
8715,119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,98006,Rare neurologic disease,Preferential parent
8727,603,"Distal myopathy, Welander type",98006,Rare neurologic disease,Preferential parent
26326,505227,Combined immunodeficiency due to GINS1 deficiency,98004,Rare immune disease,Preferential parent
26327,505237,Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
8726,588,Muscle-eye-brain disease,93890,Rare developmental defect during embryogenesis,Preferential parent
8725,899,Walker-Warburg syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26324,505216,3-methylglutaconic aciduria type 9,98006,Rare neurologic disease,Preferential parent
8724,272,"Congenital muscular dystrophy, Fukuyama type",93890,Rare developmental defect during embryogenesis,Preferential parent
26323,505208,3-methylglutaconic aciduria type 8,98006,Rare neurologic disease,Preferential parent
8720,268,Dysferlin-related limb-girdle muscular dystrophy R2,98006,Rare neurologic disease,Preferential parent
8734,263,Limb-girdle muscular dystrophy,98006,Rare neurologic disease,Preferential parent
8731,600,Vocal cord and pharyngeal distal myopathy,98006,Rare neurologic disease,Preferential parent
26330,505248,Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,93890,Rare developmental defect during embryogenesis,Preferential parent
8730,609,Tibial muscular dystrophy,98006,Rare neurologic disease,Preferential parent
8729,602,GNE myopathy,98006,Rare neurologic disease,Preferential parent
26329,505242,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,98006,Rare neurologic disease,Preferential parent
26544,508093,MEPAN syndrome,98006,Rare neurologic disease,Preferential parent
26576,508533,Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome,93419,Rare bone disease,Preferential parent
26578,508542,Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26566,508410,Familial intestinal malrotation,93890,Rare developmental defect during embryogenesis,Preferential parent
26573,508512,Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome,89826,Rare skin disease,Preferential parent
26575,508529,Intermediate epidermolysis bullosa simplex with cardiomyopathy,89826,Rare skin disease,Preferential parent
26574,508523,Hyperphenylalaninemia due to DNAJC12 deficiency,98006,Rare neurologic disease,Preferential parent
26569,508488,8q24.3 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26568,508476,Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26571,508501,Oral-facial-digital syndrome with short stature and brachymesophalangy,93890,Rare developmental defect during embryogenesis,Preferential parent
26570,508498,Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26390,505652,CDKL5-deficiency disorder,98006,Rare neurologic disease,Preferential parent
26485,506784,Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome,89826,Rare skin disease,Preferential parent
26449,506334,Familial steroid-resistant nephrotic syndrome with adrenal insufficiency,68367,Rare inborn errors of metabolism,Preferential parent
26448,506307,Stromme syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
